image,question,answer
image2976,Is immunostain for growth hormone present?,no
image2976,Is tuberculosis present?,yes
image2976,Does this image show typical area of caseous necrosis with nearby early granuloma quite good source unknown?,yes
image2976,What is present?,tuberculosis
image2976,Is stein leventhal present?,no
image2977,"Does pituitectomy show lymph nodes, nodular sclerosing hodgkins disease?",no
image2977,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image2978,"Does this typical thecoma with yellow foci show lymph nodes, nodular sclerosing hodgkins disease?",no
image2978,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image2979,Does this image show stomach primary?,yes
image2979,Is metastatic carcinoma present?,yes
image2979,Is lymph node present?,yes
image2980,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image2980,"Does left ventricle hypertrophy show lymph node, mycobacterium avium-intracellularae?",no
image2980,What stain?,acid
image2980,Do acid stain?,yes
image2980,Do matting history of this case stain?,no
image2981,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image2981,"Does capillary show lymph node, mycobacterium avium-intracellularae?",no
image2982,What is present?,tuberculosis
image2982,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image2982,Is stein leventhal present?,no
image2982,Is tuberculosis present?,yes
image2982,Is lymph node present?,yes
image2983,Is edema present?,no
image2983,Does this image show nice example lymphocyte depleted medullary area?,yes
image2983,Does arcus senilis show nice example lymphocyte depleted medullary area?,no
image2983,Is lymph node present?,yes
image2983,How is nice example lymphocyte depleted  area ?,medullary
image2983,Is side showing patency right side present?,no
image2983,Is Di george syndrome present?,yes
image2984,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image2984,"Does cephalohematoma show lymph nodes, nodular sclerosing hodgkins disease?",no
image2985,Does rocky mountain show good example necrotizing granuloma with giant cells?,no
image2985,What is present?,tuberculosis
image2985,Is antitrypsin present?,no
image2985,Is tuberculosis present?,yes
image2985,Does this image show good example necrotizing granuloma with giant cells?,yes
image2985,Is lymph node present?,yes
image2985,Is this section present?,no
image2986,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image2986,"Does cryptosporidia show lymph nodes, nodular sclerosing hodgkins disease?",no
image2987,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image2987,"Does granulomata slide show lymph nodes, nodular sclerosing hodgkins disease?",no
image2988,Is burkitts lymphoma present?,yes
image2988,Does this image show excellent for starry sky appearance but not the best histology source?,yes
image2988,Is lymph node present?,yes
image2989,Does this image show hydronephrosis?,yes
image2989,Does source show hydronephrosis?,no
image2989,Where is this?,urinary
image2989,What does this image show?,hydronephrosis
image2990,Does this image show external view with capsule stripped?,yes
image2990,Does 70yof show external view with capsule stripped?,no
image2990,What is present?,kidney
image2990,Is kidney present?,yes
image2990,Is fibrotic lesion present?,no
image2990,Is multiple cysts present?,yes
image2990,Is loops present?,no
image2990,Where is this?,urinary
image2991,What does this image show?,kidney
image2991,"Does this image show kidney, obliterative endarteritis - sclerodema?",yes
image2991,"Does hypopharynx show kidney, obliterative endarteritis - sclerodema?",no
image2991,Where is this?,urinary
image2992,Does this myoma show obviously greatly swollen and pale kidney?,no
image2992,Is acute inflammation present?,no
image2992,Where is this?,urinary
image2992,Does this image show obviously greatly swollen and pale kidney?,yes
image2992,Is transplant acute rejection present?,yes
image2993,Does this image show prostatic hyperplasia?,yes
image2993,Does hydrocele show prostatic hyperplasia?,no
image2993,Where is this?,urinary
image2994,Where is this?,urinary
image2995,Does larynx show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,no
image2995,Is polycystic disease infant present?,yes
image2995,Is red perifollicular amyloid deposits removed dramatic demonstration of size of kidneys?,no
image2995,Is other organs removed dramatic demonstration of size of kidneys?,yes
image2995,Is this therapy present?,no
image2995,Where is this?,urinary
image2995,How is kidneys in situ with other organs removed  demonstration of size of kidneys ?,dramatic
image2995,Does this image show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,yes
image2996,Is renal cell carcinoma present?,yes
image2996,Is this photo present?,no
image2996,Where is this?,urinary
image2997,What is present?,kidney
image2997,Is kidney present?,yes
image2997,Is this typical thecoma with yellow foci present?,no
image2997,Is gram present?,no
image2997,Where is this?,urinary
image2997,Is ischemia newborn present?,yes
image2998,What does this image show?,kidney
image2998,"Does this image show kidney, renal papillary necrosis, acute?",yes
image2998,"Does lung show kidney, renal papillary necrosis, acute?",no
image2998,Where is this?,urinary
image2999,Does this image show kidney candida abscesses from patient with acute myelogenous leukemia?,yes
image2999,Does so-called median bar show kidney candida abscesses from patient with acute myelogenous leukemia?,no
image2999,Where is this?,urinary
image3000,Is metastatic carcinoma lung present?,yes
image3000,Does this image show single large lesion quite good?,yes
image3000,Is kidney present?,yes
image3000,Is immunostain for growth hormone present?,no
image3000,What is present?,kidney
image3000,Where is this?,urinary
image3000,Does lymphangiomatosis generalized show single large lesion quite good?,no
image3000,Is serous cyst present?,no
image3001,"Does palmar crease normal show staghorn calculi in renal pelvis, gout?",no
image3001,"Does this image show staghorn calculi in renal pelvis, gout?",yes
image3001,Where is this?,urinary
image3002,Does this image show cut surface?,yes
image3002,Does digital infarcts bacterial endocarditis show cut surface?,no
image3002,What is present?,kidney
image3002,Is kidney present?,yes
image3002,Is pinworm present?,no
image3002,What is present?,sarcoidosis
image3002,Is myocardium present?,no
image3002,Is sarcoidosis present?,yes
image3002,Where is this?,urinary
image3003,Does this image show hemolytic disease of newborn?,yes
image3003,Does sacrococcygeal teratoma show hemolytic disease of newborn?,no
image3004,Does this image show herpes zoster?,yes
image3004,Does retroperitoneal leiomyosarcoma show herpes zoster?,no
image3005,"Does this image show skin, kaposi 's sarcoma?",yes
image3005,"Does fibrinous peritonitis show skin, kaposi 's sarcoma?",no
image3005,What does this image show?,skin
image3006,"Does this image show ulcerations, herpes simplex?",yes
image3006,"Does granulomata slide show ulcerations, herpes simplex?",no
image3006,What does this image show?,ulcerations
image3007,"Does this image show colon, cryptosporidia?",yes
image3007,What is present ?,gastrointestinal
image3007,Is this partially fixed gross present?,no
image3007,Is gastrointestinal present?,yes
image3007,What is present?,gastrointestinal
image3007,"Does photo show colon, cryptosporidia?",no
image3007,What does this image show?,colon
image3008,What is present?,adenoma
image3008,Does this image show null cell dr garcia tumors 35?,yes
image3008,What is present ?,adenoma
image3008,What is present ?,pituitary
image3008,What is present ?,endocrine
image3008,Is adenoma present?,yes
image3008,What is present?,endocrine
image3008,Is pituitary present?,yes
image3008,What is present?,pituitary
image3008,Is endocrine present?,yes
image3009,What is present?,abdomen
image3009,Is abdomen present?,yes
image3009,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3009,What is present ?,Abdomen
image3009,What is present ?,carcinoma
image3009,Is peritoneal fluid present?,yes
image3009,What is present?,carcinoma
image3009,Is carcinoma present?,yes
image3009,Is leiomyosarcoma present?,no
image3009,Does situs inversus show malignant cells mixed mesodermal tumor of uterus?,no
image3009,Does this image show malignant cells mixed mesodermal tumor of uterus?,yes
image3010,Does atrophy show coronary artery atherosclerosis diagram?,no
image3010,Does this image show coronary artery atherosclerosis diagram?,yes
image3010,What is present ?,Cardiovascular
image3010,Where is this area in the body?,heart
image3010,Is carcinomatosis endometrium primary present?,no
image3010,Is cardiovascular present?,yes
image3010,What is present?,cardiovascular
image3011,Is slide present?,no
image3011,Is cardiovascular present?,yes
image3011,What is present?,cardiovascular
image3011,Where is this area in the body?,heart
image3011,Does slide show coronary artery atherosclerosis diagram?,no
image3011,Does this image show coronary artery atherosclerosis diagram?,yes
image3011,What is present ?,Cardiovascular
image3012,What is present ?,endocrine
image3012,Does this image show parathyroid adenoma?,yes
image3012,Does photo show parathyroid adenoma?,no
image3012,What is present?,endocrine
image3012,Is endocrine present?,yes
image3012,Is papillary intraductal adenocarcinoma present?,no
image3013,What does this image show?,pituitary
image3013,"Does this image show pituitary, chromaphobe adenoma?",yes
image3013,"Does fixed tissue show pituitary, chromaphobe adenoma?",no
image3013,What is present?,endocrine
image3013,Is adenoma present?,no
image3013,What is present ?,endocrine
image3013,Is endocrine present?,yes
image3014,What does this image show?,adrenal
image3014,"Does this image show adrenal, polyarteritis nodosa with infarct?",yes
image3014,"Does photo show adrenal, polyarteritis nodosa with infarct?",no
image3014,What is present?,endocrine
image3014,Is myocardial infarct present?,no
image3014,What is present ?,endocrine
image3014,Is endocrine present?,yes
image3015,What is present ?,endocrine
image3015,Is vasculature present?,no
image3015,Is endocrine present?,yes
image3015,What does this image show?,pancreas
image3015,"Does this image show pancreas, islet hyalinization, diabetes mellitus?",yes
image3015,"Does omentum show pancreas, islet hyalinization, diabetes mellitus?",no
image3015,What is present?,endocrine
image3016,Does this image show parathyroid adenoma?,yes
image3016,Does angiogram show parathyroid adenoma?,no
image3016,What is present?,endocrine
image3016,Is vessel present?,no
image3016,Is endocrine present?,yes
image3016,What is present ?,endocrine
image3017,What is present ?,endocrine
image3017,Is chest and abdomen slide present?,no
image3017,Is endocrine present?,yes
image3017,What is present?,endocrine
image3017,"Does acute lymphocytic leukemia show thyroid, follicular ademona?",no
image3017,"Does this image show thyroid, follicular ademona?",yes
image3017,What does this image show?,thyroid
image3018,What is present ?,endocrine
image3018,Is endocrine present?,yes
image3018,What is present?,endocrine
image3018,"Does retroperitoneal leiomyosarcoma show pituitary, chromaphobe adenoma?",no
image3018,"Does this image show pituitary, chromaphobe adenoma?",yes
image3018,What does this image show?,pituitary
image3018,Is natural color present?,no
image3019,What is present ?,endocrine
image3019,Is hematoma present?,no
image3019,Is metastatic carcinoma present?,yes
image3019,Is side present?,no
image3019,Is adrenal present?,yes
image3019,Is cortical nodule present?,no
image3019,Is endocrine present?,yes
image3019,What is present?,endocrine
image3019,Does myocardial infarct show primary in stomach?,no
image3019,Does this image show primary in stomach?,yes
image3019,What is present?,adrenal
image3019,What is present ?,adrenal
image3020,Does this image show hyalin material in pituitary which is amyloid?,yes
image3020,What is present?,endocrine
image3020,Is endocrine present?,yes
image3020,What is present ?,endocrine
image3021,Is Pituitectomy present?,yes
image3021,Was pus in test tube empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,no
image3021,What is present ?,Pituitectomy
image3021,What is present ?,endocrine
image3021,Is slide present?,no
image3021,What is present?,Pituitectomy
image3021,Is quite good liver present?,no
image3021,Is endocrine present?,yes
image3021,What is present?,endocrine
image3021,Was sella empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,yes
image3021,What was empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,sella
image3022,What is present?,adrenal
image3022,Is pus in test tube present?,no
image3022,Does this image show typical lesion in small artery just outside capsule?,yes
image3022,What is present?,endocrine
image3022,Is adrenal present?,yes
image3022,Is endocrine present?,yes
image3022,Is outside adrenal capsule section present?,no
image3022,What is present ?,adrenal
image3022,Is history present?,no
image3022,What is present ?,endocrine
image3022,Is atheromatous embolus present?,yes
image3022,Does chromophobe adenoma show typical lesion in small artery just outside capsule?,no
image3023,Is endocrine present?,yes
image3023,Does hemorrhage associated with placental abruption show hashimoto 's thyroiditis?,no
image3023,Does this image show hashimoto 's thyroiditis?,yes
image3023,What is present ?,endocrine
image3023,Is this image present?,no
image3023,What is present?,endocrine
image3024,Does this image show hashimoto 's thyroiditis?,yes
image3024,Does capillary show hashimoto 's thyroiditis?,no
image3024,What is present?,endocrine
image3024,Is endocrine present?,yes
image3024,Is heart present?,no
image3024,What is present ?,endocrine
image3025,Is pituitary present?,yes
image3025,What is present ?,endocrine
image3025,What stain ?,iron
image3025,Is atrophy present?,no
image3025,Is Hemochromatosis present?,yes
image3025,What is present?,Hemochromatosis
image3025,Is chromophobe adenoma present?,no
image3025,Does iron stain?,yes
image3025,Is endocrine present?,yes
image3025,Is acute peritonitis present?,no
image3025,What is present ?,pituitary
image3025,What is present?,endocrine
image3025,Does lymphoma show iron stain?,no
image3025,Does this image show iron stain?,yes
image3025,What stain?,iron
image3025,What is present?,pituitary
image3025,What is present ?,Hemochromatosis
image3025,Does cachexia stain?,no
image3026,Is endocrine present?,yes
image3026,Has cachexia folds?,no
image3026,What is present ?,endocrine
image3026,What has outside adrenal capsule section?,folds
image3026,Does lower chest and abdomen anterior show healing lesion in medium size artery just outside adrenal capsule section has folds?,no
image3026,What is present?,endocrine
image3026,Does this image show healing lesion in medium size artery just outside adrenal capsule section has folds?,yes
image3026,Is anencephaly present?,no
image3026,Is polyarteritis nodosa present?,yes
image3026,Is muscle atrophy present?,no
image3026,What has healing lesion in medium size artery just outside adrenal capsule section ?,folds
image3026,Has outside adrenal capsule section folds?,yes
image3027,Does this image show hashimoto 's thyroiditis?,yes
image3027,Does this section show hashimoto 's thyroiditis?,no
image3027,What is present?,endocrine
image3027,Is endocrine present?,yes
image3027,Is atrophy present?,no
image3027,What is present ?,endocrine
image3028,What is present?,endocrine
image3028,Is atherosclerosis present?,no
image3028,What is present?,adrenal
image3028,Is adrenal present?,yes
image3028,Is angiogram present?,no
image3028,Is Hemochromatosis present?,yes
image3028,Is very good example present?,no
image3028,What is present ?,endocrine
image3028,What is present ?,adrenal
image3028,What is present ?,Hemochromatosis
image3028,Is endocrine present?,yes
image3028,Does close-up tumor show pigment in area of zona glomerulosa?,no
image3028,What is present?,Hemochromatosis
image3028,How many glomerulosa does this image show pigment in area of?,zona
image3028,Does this image show pigment in area of zona glomerulosa?,yes
image3029,How many side does this image show nice photo of parotid on with tumor capsule and obvious invasive tumor?,one
image3029,What is present ?,parathyroid
image3029,What is present ?,endocrine
image3029,Is parathyroid present?,yes
image3029,Is abdomen present?,no
image3029,Is mucoepidermoid carcinoma present?,yes
image3029,What is present?,parathyroid
image3029,Is peritoneal fluid present?,no
image3029,Is endocrine present?,yes
image3029,What is present?,endocrine
image3029,Does iron show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?,no
image3029,Does this image show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?,yes
image3029,Is this typical lesion present?,no
image3030,What is present?,thyroid
image3030,Is thyroid present?,yes
image3030,What is present?,endocrine
image3030,Is endocrine present?,yes
image3030,What is present ?,thyroid
image3030,What is present ?,endocrine
image3030,Is angiogram present?,no
image3030,Is normal immature infant present?,yes
image3030,Is peritoneal fluid present?,no
image3030,Is amyloidosis present?,no
image3031,Is endocrine present?,yes
image3031,Does this image show hashimoto 's thyroiditis?,yes
image3031,Does adrenal show hashimoto 's thyroiditis?,no
image3031,What is present?,endocrine
image3031,What is present ?,endocrine
image3031,Is leiomyosarcoma present?,no
image3032,"Does this image show thyroid gland, normal?",yes
image3032,"Does mesentery show thyroid gland, normal?",no
image3032,What is present?,endocrine
image3032,Is endocrine present?,yes
image3032,Is intraductal papillomatosis present?,no
image3032,What is present ?,endocrine
image3033,Is newborn cord around neck present?,no
image3033,Is thyroid present?,yes
image3033,Is endocrine present?,yes
image3033,What is present?,endocrine
image3033,What is present?,thyroid
image3033,What is present ?,endocrine
image3033,Is aorta present?,no
image3033,Is normal immature infant present?,yes
image3033,What is present ?,thyroid
image3033,Is granulomata slide present?,no
image3034,What does this image show?,uterus
image3034,"Does this image show uterus, leiomyomas?",yes
image3034,"Does parathyroid show uterus, leiomyomas?",no
image3035,Does this image show vaginal herpes?,yes
image3035,Does feet show vaginal herpes?,no
image3036,Is no tissue recognizable as ovary present?,yes
image3036,Does quite good liver show external view typical appearance?,no
image3036,Is chronic ischemia present?,no
image3036,Does this image show external view typical appearance?,yes
image3036,Is female reproductive present?,yes
image3036,Is mucinous cystadenocarcinoma present?,yes
image3036,Is foot present?,no
image3036,Is hand present?,no
image3037,Does hand show opened uterus with polypoid mass?,no
image3037,Is female reproductive present?,yes
image3037,Is glioma present?,no
image3037,Is mixed mesodermal tumor present?,yes
image3037,Is lower chest and abdomen anterior present?,no
image3037,Does this image show opened uterus with polypoid mass?,yes
image3038,Is female reproductive present?,yes
image3038,What is present?,uterus
image3038,Does this image show fixed tissue saggital section of organ with bosselated myoma?,yes
image3038,Does lesion of myocytolysis show fixed tissue saggital section of organ with bosselated myoma?,no
image3038,Is this section present?,no
image3038,Is uterus present?,yes
image3038,Is this myoma present?,no
image3038,What is present?,leiomyoma
image3038,Is leiomyoma present?,yes
image3038,Is sacrococcygeal teratoma present?,no
image3038,What is present ?,uterus
image3038,What is present ?,leiomyoma
image3039,Does this image show opened uterus with adnexa and hemorrhagic mass in ovary?,yes
image3039,Does beckwith-wiedemann syndrome show opened uterus with adnexa and hemorrhagic mass in ovary?,no
image3039,Is female reproductive present?,yes
image3039,Is heart present?,no
image3039,Is hemorrhagic corpus luteum present?,yes
image3039,Is acrocyanosis present?,no
image3040,Is metastatic carcinoma lung present?,no
image3040,What is present?,ovary
image3040,Is ovary present?,yes
image3040,Is this typical lesion present?,no
image3040,Is granulosa cell tumor present?,yes
image3040,Is stillborn cord around neck present?,no
image3040,What is present ?,ovary
image3040,Is female reproductive present?,yes
image3040,How is this partially fixed gross not ?,diagnostic
image3040,Is vasculature not diagnostic?,no
image3040,Is this partially fixed gross not diagnostic?,yes
image3041,Is female reproductive present?,yes
image3041,Is normal immature infant present?,no
image3041,Is mixed mesodermal tumor present?,yes
image3041,Is conjoined twins present?,no
image3041,Does intraductal papillomatosis with apocrine metaplasia show opened uterus polypoid tumor demonstrated?,no
image3041,Does this image show opened uterus polypoid tumor demonstrated?,yes
image3042,Is stillborn macerated present?,no
image3042,What is present?,Leiomyomas
image3042,Is Leiomyomas present?,yes
image3042,Is tuberculous peritonitis present?,no
image3042,What is present ?,Leiomyomas
image3042,Does angiogram saphenous vein bypass graft show sectioned uterus shown close-up with typical small myomas very good?,no
image3042,Does this image show sectioned uterus shown close-up with typical small myomas very good?,yes
image3042,Is female reproductive present?,yes
image3043,"Does this image show ovarian cysts, hemorrhagic?",yes
image3043,"Does that show ovarian cysts, hemorrhagic?",no
image3044,What is present?,ovary
image3044,Is the excellent uterus in picture and thus illustrates the very large size of the ovarian tumor?,yes
image3044,How is the excellent uterus in picture and thus illustrates the very large size of the  tumor?,ovarian
image3044,How is the excellent uterus in picture and thus illustrates the very  size of the ovarian tumor?,large
image3044,What is present ?,ovary
image3044,Is mucinous cystadenocarcinoma present?,yes
image3044,Is ovary present?,yes
image3044,Is female reproductive present?,yes
image3045,What is present?,leiomyoma
image3045,What is present?,uterus
image3045,Is female reproductive present?,yes
image3045,Is uterus present?,yes
image3045,Is leiomyoma present?,yes
image3045,What is present ?,uterus
image3045,What is present ?,leiomyoma
image3045,Does this image show excellent example of rather large submucous myoma?,yes
image3046,Is benign cystic teratoma present?,yes
image3046,Is carcinoma metastatic lung present?,no
image3046,What is present ?,ovary
image3046,Is acrocyanosis present?,no
image3046,Is ovary present?,yes
image3046,What is present?,ovary
image3046,Is adenoma present?,no
image3046,Is female reproductive present?,yes
image3046,Does chromophobe adenoma show opened lesion with necrotic center not too typical?,no
image3046,Does this image show opened lesion with necrotic center not too typical?,yes
image3047,Is left ventricle hypertrophy present?,no
image3047,What is present ?,ovary
image3047,Is fibrotic lesion present?,no
image3047,Is ovary present?,yes
image3047,What is present?,ovary
image3047,Does lower chest and abdomen anterior show necrotic central mass with thin fibrous capsule not all that typical 91yo?,no
image3047,Is benign cystic teratoma present?,yes
image3047,Is natural color present?,no
image3047,Does this image show necrotic central mass with thin fibrous capsule not all that typical 91yo?,yes
image3047,Is female reproductive present?,yes
image3048,What is present?,ovary
image3048,Is ovary present?,yes
image3048,What is present ?,ovary
image3048,Is female reproductive present?,yes
image3048,Is this true bilateral krukenberg?,yes
image3048,What is true bilateral krukenberg?,this
image3048,Does this image show view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries?,yes
image3048,Was peritoneal surface of uterus and douglas pouch outstanding photo primary in the stomach this is true bilateral krukenberg?,yes
image3048,What is true bilateral krukenberg ?,this
image3048,Is krukenberg tumor present?,yes
image3048,How is this true  krukenberg?,bilateral
image3049,Is cervical leiomyoma present?,yes
image3049,What is present ?,uterus
image3049,Does this image show close-up of cut surface of cervical myoma which is shown in relation to cervix and vagina?,yes
image3049,Is female reproductive present?,yes
image3049,What is present?,uterus
image3049,Is uterus present?,yes
image3050,Is ovary present?,yes
image3050,What is present?,ovary
image3050,Is polycystic disease present?,no
image3050,Is female reproductive present?,yes
image3050,Does serous cyst show massive lesion taken at surgery size of basketball very good?,no
image3050,Does this image show massive lesion taken at surgery size of basketball very good?,yes
image3050,Is gangrene present?,no
image3050,What is present ?,ovary
image3050,Is sacrococcygeal teratoma present?,no
image3050,Is mucinous cystadenocarcinoma present?,yes
image3051,Is female reproductive present?,yes
image3051,What is present ?,ovary
image3051,Is good example of muscle atrophy present?,no
image3051,How many cm does this image show cut surface lesion 76yobf?,4
image3051,Does this image show cut surface 4 cm lesion 76yobf?,yes
image3051,Is fibroma present?,yes
image3051,What is present?,fibroma
image3051,Is stillborn cord around neck present?,no
image3051,Is ovary present?,yes
image3051,What is present?,ovary
image3051,Is sella present?,no
image3051,What is present ?,fibroma
image3051,Does interesting case show cut surface 4 cm lesion 76yobf?,no
image3052,How many myomas does this image show opened uterus with quite typical?,three
image3052,Is female reproductive present?,yes
image3052,Does this image show opened uterus with three myomas quite typical?,yes
image3052,Does normal newborn show opened uterus with three myomas quite typical?,no
image3052,What is present ?,leiomyoma
image3052,Is infant body present?,no
image3052,Is leiomyoma present?,yes
image3052,What is present?,leiomyoma
image3052,Is good example of muscle atrophy present?,no
image3053,Does this image show gravid uterus?,yes
image3053,Does anomalous origin show gravid uterus?,no
image3054,What is present ?,Postpartum
image3054,Is female reproductive present?,yes
image3054,Is Postpartum present?,yes
image3054,What is present?,Postpartum
image3054,Is uterus present?,yes
image3054,What is present?,uterus
image3054,What is present ?,uterus
image3054,Does this image show 18 hours after cesarean section?,yes
image3055,"Does this image show uterus, leiomyoma?",yes
image3055,"Does abdomen show uterus, leiomyoma?",no
image3055,What does this image show?,uterus
image3056,Does this image show fixed tissue of tuberculosis?,yes
image3056,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image3056,Is fallopian tube present?,yes
image3056,Is female reproductive present?,yes
image3056,Is leiomyosarcoma present?,no
image3056,Does intraductal papillomatosis show fixed tissue of tuberculosis?,no
image3057,"Does liver show breast, fibroadenoma?",no
image3057,Where is this area in the body?,breast
image3057,What does this image show?,breast
image3057,"Does this image show breast, fibroadenoma?",yes
image3058,What is present ?,breast
image3058,How does this image appear  ?,benign
image3058,Where is this area in the body?,breast
image3058,Does this image appear benign?,yes
image3058,Does retroperitoneal liposarcoma appear benign?,no
image3058,What is present?,breast
image3058,Is breast present?,yes
image3058,Is peritoneum present?,no
image3058,Is intraductal Papillomatosis With Apocrine Metaplasia present?,yes
image3058,Is peritoneum present?,no
image3059,Is metastatic Carcinoma present?,yes
image3059,Where is this area in the body?,breast
image3059,Is carcinomatosis endometrium primary present?,no
image3059,Is opened muscle present?,no
image3059,Is breast present?,yes
image3059,What is present?,breast
image3059,Does natural color show metastatic choriocarcinoma with extensive vascularization?,no
image3059,Does this image show metastatic choriocarcinoma with extensive vascularization?,yes
image3059,What is present ?,breast
image3060,Does this image show excellent invasive tumor with marked desmoplastic reaction?,yes
image3060,Does leiomyosarcoma show excellent invasive tumor with marked desmoplastic reaction?,no
image3060,Are intraductal lesions seen?,yes
image3060,Are opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut seen?,no
image3060,Is papillary Intraductal Adenocarcinoma present?,yes
image3060,Is very good example present?,no
image3060,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3060,Where is this area in the body?,breast
image3060,What is present ?,breast
image3060,What is present?,breast
image3060,Is breast present?,yes
image3061,Does this image show normal breast?,yes
image3061,Does lower chest and abdomen anterior show normal breast?,no
image3061,Where is this area in the body?,breast
image3062,Does this section show newborn with renal polycystic disease legs are too short?,no
image3062,Are good example tastefully shown with face out of picture and genitalia too short?,no
image3062,What are present ?,extremities
image3062,What appear clubbed ?,feet
image3062,Is good example tastefully shown with face out of picture and genitalia present?,yes
image3062,Is six digits present?,six
image3062,How many digits is present?,six
image3062,Is normal newborn present?,no
image3062,What is present ?,Foot
image3062,Is foot present?,yes
image3062,What is present?,foot
image3062,Does this image show newborn with renal polycystic disease legs are too short?,yes
image3062,What appear clubbed?,feet
image3062,Do feet appear clubbed?,yes
image3062,Do sets appear clubbed?,no
image3062,What are present?,extremities
image3062,Are renal polycystic disease legs too short?,yes
image3062,Are extremities present?,yes
image3062,How are newborn with renal polycystic disease legs too ?,short
image3062,Are aldactone bodies present?,no
image3063,Does slide show childs hands with obvious clubbing?,no
image3063,What are present?,extremities
image3063,Are extremities present?,yes
image3063,Does this image show childs hands with obvious clubbing?,yes
image3063,Is pulmonary osteoarthropathy present?,yes
image3063,Is normal immature infant present?,no
image3063,What are present ?,extremities
image3063,Are mitotic figures present?,no
image3064,What shows marked deformity both legs?,no
image3064,Does this image show marked deformity both legs?,yes
image3064,Does breast show marked deformity both legs?,no
image3064,What are present?,extremities
image3064,Are extremities present?,yes
image3064,Are view looking down on heads present?,no
image3064,What is present?,Dysplastic
image3064,What are present ?,extremities
image3064,What does this image show?,this
image3064,Is natural color present?,no
image3064,What is present ?,Dysplastic
image3064,Is Dysplastic present?,yes
image3065,Does mucoepidermoid carcinoma show good close-up of gangrene?,no
image3065,What are present?,extremities
image3065,Are extremities present?,yes
image3065,What is present ?,Foot
image3065,What is present?,foot
image3065,Is foot present?,yes
image3065,Is immunostain for growth hormone present?,no
image3065,What are present ?,extremities
image3065,Are mitotic figures present?,no
image3065,Does this image show good close-up of gangrene?,yes
image3066,What are present ?,extremities
image3066,Is case of peritonitis slide present?,no
image3066,Is pulmonary osteoarthropathy present?,yes
image3066,Are trophic changes present?,no
image3066,Are extremities present?,yes
image3066,What are present?,extremities
image3066,Does this great toe show clubbing?,yes
image3066,Does feet show clubbing?,no
image3067,What is present ?,hand
image3067,What are present ?,extremities
image3067,Is myocardial infarct present?,no
image3067,Is hand present?,yes
image3067,What is present?,hand
image3067,Are sets present?,no
image3067,Are extremities present?,yes
image3067,What are present?,extremities
image3067,Does malignant adenoma show simian crease?,no
image3067,Does this image show simian crease?,yes
image3068,What is present ?,Foot
image3068,Does this image show typical gangrene?,yes
image3068,Does granulomata slide show typical gangrene?,no
image3068,Are extremities present?,yes
image3068,Are good example tastefully shown with face out of picture and genitalia present?,no
image3068,What are present?,extremities
image3068,Is foot present?,yes
image3068,Is chest and abdomen slide present?,no
image3068,What are present ?,extremities
image3068,What is present?,foot
image3069,Does this image show 22wf juvenile rheumatoid arthritis mild deformity with high arch?,yes
image3069,Does mucoepidermoid carcinoma show 22wf juvenile rheumatoid arthritis mild deformity with high arch?,no
image3069,Are extremities present?,yes
image3069,What are present?,extremities
image3069,What is present?,feet
image3069,Is feet present?,yes
image3069,What are present ?,extremities
image3069,What is present ?,Feet
image3069,Are toes present?,no
image3070,Does this image show simian crease?,yes
image3070,What are present?,extremities
image3070,Are extremities present?,yes
image3070,What is present?,hand
image3070,Is hand present?,yes
image3070,What are present ?,extremities
image3070,What is present ?,hand
image3071,Does this image show necrosis of distal finger in a patient with panniculitis and fascitis?,yes
image3071,Does nipple duplication show necrosis of distal finger in a patient with panniculitis and fascitis?,no
image3071,What are present?,extremities
image3071,Are extremities present?,yes
image3071,Are cells present?,no
image3071,What are present ?,extremities
image3072,Are external view of gland with knife cuts into parenchyma hemorrhage present?,no
image3072,Does typical tuberculous exudate show obvious lesion?,no
image3072,What are present?,extremities
image3072,Are extremities present?,yes
image3072,What is present?,hand
image3072,Is hand present?,yes
image3072,Is pulmonary osteoarthropathy present?,yes
image3072,Does this image show obvious lesion?,yes
image3072,Is this typical lesion present?,no
image3072,What are present ?,extremities
image3072,What is present ?,hand
image3072,Is cachexia present?,no
image3073,Is hand present?,yes
image3073,Does this image show simian crease?,yes
image3073,What is present?,hand
