image,question,answer
image2038,What is present?,shock
image2038,Is shock present?,yes
image2038,How is fat necrosis seen with no  parenchymal lesion ?,evident
image2039,Is excellent multiple lesions present?,no
image2039,Is pancreas present?,yes
image2039,Does cardiovascular show islet cell carcinoma?,no
image2039,Does this image show islet cell carcinoma?,yes
image2039,What is present?,pancreas
image2040,Does testicle show acute hemorrhagic pancreatitis?,no
image2040,Does this image show acute hemorrhagic pancreatitis?,yes
image2041,Does this image show acute pancreatitis?,yes
image2041,Does this frontal section micronodular photo show acute pancreatitis?,no
image2042,Does this image show acute hemorrhagic pancreatitis?,yes
image2042,Does atrophy show acute hemorrhagic pancreatitis?,no
image2043,Does spleen show pancreatic fat necrosis?,no
image2043,Does this image show pancreatic fat necrosis?,yes
image2044,"Does traumatic rupture show pancreatic fat necrosis, pancreatitis?",no
image2044,"Does this image show pancreatic fat necrosis, pancreatitis?",yes
image2045,Does lewy body show normal pancreas?,no
image2045,Does this image show normal pancreas?,yes
image2046,Does this image show normal pancreas?,yes
image2046,Does total effacement case show normal pancreas?,no
image2047,Does this image show cystic fibrosis?,yes
image2047,Does serous cyst show cystic fibrosis?,no
image2047,Is all pelvic organs tumor mass present?,no
image2047,Is pancreas present?,yes
image2047,What is present?,pancreas
image2048,"Does bone, clivus show normal pancreas?",no
image2048,Does this image show normal pancreas?,yes
image2049,Does this image show pancreatic fat necrosis?,yes
image2049,Does underdevelopment show pancreatic fat necrosis?,no
image2050,Does intraductal papillomatosis with apocrine metaplasia show pancreatic fat necrosis?,no
image2050,Does this image show pancreatic fat necrosis?,yes
image2051,"Does artery show pancreatic fat necrosis, transplanted pancreas?",no
image2051,"Does this image show pancreatic fat necrosis, transplanted pancreas?",yes
image2052,Does tongue show islet cell carcinoma?,no
image2052,Does this image show islet cell carcinoma?,yes
image2052,What is present?,pancreas
image2052,Is ulcerative lesions slide present?,no
image2052,Is pancreas present?,yes
image2053,"Does papilloma on vocal cord show adenocarcinoma, tail of pancreas?",no
image2053,"Does this image show adenocarcinoma, tail of pancreas?",yes
image2053,What does this image show?,adenocarcinoma
image2054,"Does this image show adenocarcinoma, body of pancreas?",yes
image2054,"Does all the fat necrosis show adenocarcinoma, body of pancreas?",no
image2054,What does this image show?,adenocarcinoma
image2055,What does this image show?,cystadenoma
image2055,Does this image show cystadenoma?,yes
image2055,Does atheromatous embolus show cystadenoma?,no
image2055,Is pancreas present?,yes
image2055,Is numerous atypical cells around splenic arteriole man present?,no
image2055,What is present?,pancreas
image2056,Is fractures brain which is slide and close-up view of these fractures present?,no
image2056,Is pancreas present?,yes
image2056,What is present?,pancreas
image2056,Does silver show islet cell carcinoma?,no
image2056,Does this image show islet cell carcinoma?,yes
image2057,Does metastatic pancreas carcinoma show pancreatic fat necrosis?,no
image2057,Does this image show pancreatic fat necrosis?,yes
image2058,Does this image show chronic pancreatitis with cyst formation?,yes
image2058,Does basal skull fracture show chronic pancreatitis with cyst formation?,no
image2059,What does this image show?,adenocarcinoma
image2059,"Does this image show adenocarcinoma, body of pancreas?",yes
image2059,"Does side show adenocarcinoma, body of pancreas?",no
image2060,What is present?,testicle
image2060,Does this image show sac opened?,yes
image2060,Is testicle present?,yes
image2060,What is present?,hydrocele
image2060,Is hydrocele present?,yes
image2060,Is sac opened?,yes
image2060,What opened?,sac
image2061,Is hyperplasia present?,yes
image2061,What is present?,hyperplasia
image2061,Is prostate present?,yes
image2061,What is present?,prostate
image2061,Does this image show large medial lobar so-called median bar does not show bladder well?,yes
image2061,Does so-called median bar not show bladder well?,yes
image2062,Is penis present?,yes
image2062,What is present?,penis
image2062,Is extremities present?,no
image2062,Is Hypospadias present?,yes
image2062,What is present?,Hypospadias
image2063,What is pyelonephritis carcinoma in prostate?,diagnosis
image2063,Is pyelonephritis carcinoma in prostate diagnosis?,yes
image2063,What is present?,prostate
image2063,Is prostate present?,yes
image2063,What is present?,hyperplasia
image2063,Is hyperplasia present?,yes
image2064,Is adenocarcinoma present?,yes
image2064,What is present?,adenocarcinoma
image2064,What is present?,prostate
image2064,Does this image show opened bladder and urethra with granular tumor masses visible in floor of bladder quite good?,yes
image2064,Is prostate present?,yes
image2065,Is male Reproductive present?,yes
image2065,Does this image show normal testes?,yes
image2066,Is Hypospadias present?,yes
image2066,What is present?,Hypospadias
image2066,Is section of both kidneys and adrenals present?,no
image2066,Is penis present?,yes
image2066,What is present?,penis
image2066,Is sideroblasts present?,no
image2067,Is prostate cut open showing neoplasm quite good?,yes
image2067,Does this image show prostate is cut open showing neoplasm quite good?,yes
image2067,What is cut open showing neoplasm quite good?,prostate
image2067,How is prostate cut  showing neoplasm quite good?,open
image2067,How is prostate cut open showing neoplasm quite ?,good
image2067,What is present?,adenocarcinoma
image2067,Is adenocarcinoma present?,yes
image2068,What is present?,prostate
image2068,Is prostate present?,yes
image2068,Is tuberculosis present?,yes
image2068,How is large caseous lesions seen  example ?,excellent
image2068,Does this image show large caseous lesions easily seen excellent example?,yes
image2068,What is present?,tuberculosis
image2069,What is present?,penis
image2069,Is penis present?,yes
image2069,Is this cells present?,no
image2069,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image2069,Is Hypospadias present?,yes
image2069,What is present?,Hypospadias
image2070,What does this image show?,penis
image2070,"Does this image show penis, herpes?",yes
image2071,Does this image show that ulcerative lesions slide is labeled chancroid?,yes
image2071,Is node metastases labeled chancroid?,no
image2071,Is ulcerative lesions slide labeled chancroid?,yes
image2071,What is present?,penis
image2071,Is penis present?,yes
image2071,Is bread-loaf slices into prostate gland present?,no
image2071,What is present?,chancre
image2071,Is chancre present?,yes
image2071,Is foot present?,no
image2071,Does postoperative cardiac surgery show that ulcerative lesions slide is labeled chancroid?,no
image2072,Is excellent example cut surface with nodular hyperplasia?,yes
image2072,Does this image show excellent example cut surface with nodular hyperplasia?,yes
image2072,What is present?,prostate
image2072,Is prostate present?,yes
image2072,How is excellent example cut surface with  hyperplasia ?,nodular
image2072,Is hyperplasia present?,yes
image2072,What is present?,hyperplasia
image2073,Does this image show median bar bladder hypertrophy good?,yes
image2073,What is present?,prostate
image2073,Is hyperplasia present?,yes
image2073,Is prostate present?,yes
image2073,What is present?,hyperplasia
image2074,How is close-up tumor well shown primary not stated said to be  ?,adenocarcinoma
image2074,Is metastatic carcinoma present?,yes
image2074,Is testicle present?,yes
image2074,What is present?,testicle
image2074,Does this image show close-up tumor well shown primary not stated said to be adenocarcinoma?,yes
image2074,Is close-up tumor well shown primary not stated said to be adenocarcinoma?,yes
image2075,Is seminoma present?,yes
image2075,Is testicle present?,yes
image2075,What is present?,seminoma
image2075,What is present?,testicle
image2075,Does this image show tumor mass with a large amount of necrosis?,yes
image2076,Is hyperplasia present?,yes
image2076,What is present?,hyperplasia
image2076,Is prostate present?,yes
image2076,What is large gland hypertrophied?,bladder
image2076,Is large gland hypertrophied bladder?,yes
image2076,Does this image show excellent very large gland hypertrophied bladder?,yes
image2076,What is present?,prostate
image2077,What is present?,hyperplasia
image2077,Is heart present?,no
image2077,Is hyperplasia present?,yes
image2077,Is nodule present?,no
image2077,Is prostate present?,yes
image2077,What is present?,prostate
image2077,Does cystadenocarcinoma malignancy show good example of nodule protruding into bladder?,no
image2077,Does this image show good example of nodule protruding into bladder?,yes
image2078,What is present?,chancre
image2078,Is chancre present?,yes
image2078,Is gangrene fingers present?,no
image2078,Is penis present?,yes
image2078,What is present?,penis
image2078,Is peritoneal fluid present?,no
image2079,What is present?,prostate
image2079,Is prostate present?,yes
image2079,Does this image show close-up median lobe hyperplasia so-called median bar lesion very good hemorrhagic cystitis?,yes
image2080,Is testicle present?,yes
image2080,What is present?,testicle
image2080,Is 70yof present?,no
image2080,Is hydrocele present?,yes
image2080,What is present?,hydrocele
image2080,Is cytomegalovirus present?,no
image2081,What is present?,penis
image2081,Is squamous cell carcinoma present?,yes
image2081,Is penis present?,yes
image2081,Does this image show excised penis with nodular masses of tumor?,yes
image2082,Is hyperplasia present?,yes
image2082,What is present?,prostate
image2082,Does this image show opened urinary bladder with median lobe protruding into floor of bladder?,yes
image2082,What is present?,hyperplasia
image2082,Is prostate present?,yes
image2083,What is present?,tuberculosis
image2083,Is Epididymis present?,yes
image2083,What is present?,Epididymis
image2083,Does this image show excellent view of cut surface and unopened surface?,yes
image2083,Is tuberculosis present?,yes
image2084,"Does this image show massively enlarge nodular prostate with median lobe protrusion into floor of bladder, bladder hypertrophy, and normal appearing ureters and kidneys excellent example of bph?",yes
image2084,Is hyperplasia present?,yes
image2084,What is present?,hyperplasia
image2085,Is hyperplasia present?,yes
image2085,What is present?,hyperplasia
image2085,Is prostate present?,yes
image2085,What is present?,prostate
image2085,Does this image show close-up view of large median lobe extending into floor of bladder?,yes
image2086,Is malignant lymphoma present?,yes
image2086,Does this image show fixed tissue i think discrete lesion well shown?,yes
image2086,What is present?,testicle
image2086,Is testicle present?,yes
image2087,Is testicle present?,yes
image2087,Does this image show fixed tissue contrast of normal cut surface with one having diffuse infiltrate?,yes
image2087,Is malignant lymphoma present?,yes
image2087,What is present?,testicle
image2088,Is hyperplasia present?,yes
image2088,Does this image show opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder?,yes
image2088,What is present?,hyperplasia
image2089,Does this image show cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia?,yes
image2089,What is present?,testicle
image2089,Is testicle present?,yes
image2089,Is leukemic infiltrate with necrosis present?,yes
image2090,Is fibrosis mumps present?,yes
image2090,Do cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2090,What do cut surface both testicles on normal and one quite small typical probably due to mumps have?,cut
image2090,How many quite small typical probably due to mumps have no history at this time?,one
image2090,Does this image show that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2091,Does this image show close-up view of large median bar type lesion with severe cystitis?,yes
image2091,Is hyperplasia median bar present?,yes
image2091,Is prostate present?,yes
image2091,What is present?,prostate
image2092,"Does this image show metastatic carcinoma prostate, excellent closeup showing bilateral metastatic lesions primary is slide 6911 and bone metastatsis 6912?",yes
image2092,Is primary slide 6911 and bone metastatsis?,yes
image2092,What is primary 6911 and bone metastatsis?,slide
image2092,What is slide 6911 and bone metastatsis?,primary
image2093,"Is penis, testicles present?",yes
image2093,What is present?,penis
image2093,Does this image show view of body with small penis and rather flat scrotal sac case of 7yo with craniopharyngioma?,yes
image2093,Is underdevelopment present?,yes
image2093,What is present?,underdevelopment
image2094,Does this image show glans ulcers probable herpes?,yes
image2094,Does pulmonary osteoarthropathy show glans ulcers probable herpes?,no
image2094,Is penis present?,yes
image2094,Is nipples present?,no
image2094,What is present?,penis
image2095,Does this image show opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2095,What is present?,prostate
image2095,Is prostate present?,yes
image2095,Is benign hyperplasia present?,yes
image2095,Is opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2096,Does this image show primary biliary cirrhosis?,yes
image2096,What is present ?,liver
image2096,What is present ?,hepatobiliary
image2096,Is lymphangiomatosis generalized present?,no
image2096,Is liver present?,yes
image2096,Is atrophy present?,no
image2096,Is hepatobiliary present?,yes
image2096,What is present?,hepatobiliary
image2096,Does blood show primary biliary cirrhosis?,no
image2096,What is present?,liver
image2097,Is section of spleen through hilum present?,no
image2097,What is present?,hepatobiliary
image2097,Does small intestine show sarcoid?,no
image2097,What is present ?,liver
image2097,What is present ?,hepatobiliary
image2097,Is fracture present?,no
image2097,Is liver present?,yes
image2097,What is present?,liver
image2097,Does this image show sarcoid?,yes
image2097,Is hepatobiliary present?,yes
image2098,Is muscle atrophy present?,no
image2098,What does this image show?,ductopenia
image2098,Does this image show ductopenia?,yes
image2098,Does siamese twins show ductopenia?,no
image2098,What is present?,hepatobiliary
image2098,Is hepatobiliary present?,yes
image2098,Is gross photo of tumor in this file present?,no
image2098,What is present?,liver
image2098,Is liver present?,yes
image2099,What is present ?,liver
image2099,Is hepatobiliary present?,yes
image2099,Is myocardium present?,no
image2099,Is liver present?,yes
image2099,What is present?,liver
image2099,Is no tissue recognizable as ovary present?,no
image2099,What is present?,hepatobiliary
image2099,Does krukenberg tumor show sarcoid?,no
image2099,Does this image show sarcoid?,yes
image2099,What is present ?,hepatobiliary
image2100,Does this image show moderate acute rejection?,yes
image2100,Does close-up tumor show moderate acute rejection?,no
image2100,What is present?,hepatobiliary
image2100,What is present?,liver
image2100,Is hepatobiliary present?,yes
image2100,Is hypertension present?,no
image2100,Is liver present?,yes
image2100,Is ectopic pancreas present?,no
image2101,What is present ?,liver
image2101,What is present ?,hepatobiliary
image2101,Is myocardial infarct present?,no
image2101,Is liver present?,yes
image2101,Is placenta present?,no
image2101,What is present?,hepatobiliary
image2101,Does this image show sarcoid?,yes
image2101,What is present?,liver
image2101,Is hepatobiliary present?,yes
image2101,Does 70yof show sarcoid?,no
image2102,What is present ?,liver
image2102,What is present?,liver
image2102,Does this image show autoimmune hepatitis?,yes
image2102,What is present ?,hepatobiliary
image2102,Is normal newborn present?,no
image2102,Is liver present?,yes
image2102,Does ectopic pancreas show autoimmune hepatitis?,no
image2102,What is present?,hepatobiliary
image2102,Is hepatobiliary present?,yes
image2102,Is laceration present?,no
image2103,Is hepatobiliary present?,yes
image2103,Is esophagus present?,no
image2103,What is present?,liver
image2103,Is liver present?,yes
image2103,Is stein leventhal present?,no
image2103,What is present?,hepatobiliary
image2103,Does this image show recovery of ducts?,yes
image2103,Does hematologic show recovery of ducts?,no
image2104,What is present ?,liver
image2104,Does this image show primary sclerosing cholangitis?,yes
image2104,What is present ?,hepatobiliary
image2104,Is cardiovascular present?,no
image2104,Does esophagus show primary sclerosing cholangitis?,no
image2104,What is present?,liver
image2104,Is left ventricle hypertrophy present?,no
image2104,Is hepatobiliary present?,yes
image2104,What is present?,hepatobiliary
image2104,Is liver present?,yes
image2105,Is pinworm present?,no
image2105,What is present?,liver
image2105,Is fallopian tube present?,no
image2105,Is hepatobiliary present?,yes
image2105,What is present?,hepatobiliary
image2105,Does adenocarcinoma show mild acute rejection?,no
image2105,Does this image show mild acute rejection?,yes
image2105,Is liver present?,yes
image2106,Is cyst present?,no
image2106,Does foot show mild-to-moderate acute rejection?,no
image2106,What is present?,hepatobiliary
image2106,Is hepatobiliary present?,yes
image2106,Is granulomata slide present?,no
image2106,What is present?,liver
image2106,Is liver present?,yes
image2106,Does this image show mild-to-moderate acute rejection?,yes
image2107,What is present ?,liver
image2107,What is present?,liver
image2107,Is child present?,no
image2107,Does this image show primary biliary cirrhosis?,yes
image2107,Does malignant adenoma show primary biliary cirrhosis?,no
image2107,What is present?,hepatobiliary
image2107,What is present ?,hepatobiliary
image2107,Is hepatobiliary present?,yes
image2107,Is liver present?,yes
image2107,Is this good yellow color slide present?,no
image2108,Is hepatobiliary present?,yes
image2108,What is present?,hepatobiliary
image2108,Does aorta show recovery of ducts?,no
image2108,Does this image show recovery of ducts?,yes
image2108,Is liver present?,yes
image2108,Is leiomyosarcoma present?,no
image2108,What is present ?,hepatobiliary
image2108,What is present ?,liver
image2108,What is present?,liver
image2108,Is lymphoma present?,no
image2109,Is hepatobiliary present?,yes
image2109,Does this image show primary sclerosing cholangitis?,yes
image2109,What is present?,hepatobiliary
image2109,Is beckwith-wiedemann syndrome present?,no
image2109,What is present ?,liver
image2109,What is present ?,hepatobiliary
image2109,Is this close-up of cut surface infiltrates present?,no
image2109,What is present?,liver
image2109,Is liver present?,yes
image2109,Does myocardium show primary sclerosing cholangitis?,no
image2110,Does this image show primary biliary cirrhosis?,yes
image2110,Does abruption show primary biliary cirrhosis?,no
image2110,What is present?,hepatobiliary
image2110,What is present ?,hepatobiliary
image2110,What is present ?,liver
image2110,Is hepatobiliary present?,yes
image2110,Is metastatic carcinoma breast present?,no
image2110,Is liver present?,yes
image2110,Is cervical leiomyoma present?,no
image2110,What is present?,liver
image2111,What is present?,liver
image2111,Is foot present?,no
image2111,Is hepatobiliary present?,yes
image2111,Is liver present?,yes
image2111,What is present?,hepatobiliary
image2111,Does quite good liver show moderate acute rejection?,no
image2111,Is metastatic colon cancer present?,no
image2111,Does this image show moderate acute rejection?,yes
image2112,Does this image show primary sclerosing cholangitis?,yes
image2112,Does mucinous cystadenocarcinoma show primary sclerosing cholangitis?,no
image2112,What is present?,hepatobiliary
image2112,Is hepatobiliary present?,yes
image2112,Is carcinomatosis present?,no
image2112,What is present?,liver
image2112,Is liver present?,yes
image2112,Is exposure present?,no
image2112,What is present ?,liver
image2112,What is present ?,hepatobiliary
image2113,Does this image show primary biliary cirrhosis?,yes
image2113,Does granuloma show primary biliary cirrhosis?,no
image2113,What is present?,hepatobiliary
image2113,What is present?,liver
image2113,Is chronic lymphocytic leukemia present?,no
image2113,What is present ?,liver
image2113,What is present ?,hepatobiliary
image2113,Is slide present?,no
image2113,Is hepatobiliary present?,yes
image2113,Is liver present?,yes
image2114,Is liver present?,yes
image2114,Is amputation stump infected present?,no
image2114,Is hepatobiliary present?,yes
image2114,What is present?,hepatobiliary
image2114,Does this image show recovery of ducts?,yes
image2114,Does endometritis postpartum show recovery of ducts?,no
image2114,What is present?,liver
image2114,What is present ?,hepatobiliary
image2114,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image2115,Does this image show recovery of ducts?,yes
image2115,Is liver present?,yes
image2115,What is present?,hepatobiliary
image2115,Is hepatobiliary present?,yes
image2115,Is ectopic pancreas present?,no
image2115,What is present ?,liver
image2115,What is present ?,hepatobiliary
image2115,Is female reproductive present?,no
image2115,What is present?,liver
image2115,Does metastatic pancreas carcinoma show recovery of ducts?,no
image2116,Does this image show primary sclerosing cholangitis?,yes
image2116,What is present?,hepatobiliary
image2116,What is present ?,liver
image2116,Does case of peritonitis slide show primary sclerosing cholangitis?,no
image2116,Is fallopian tube present?,no
image2116,Is liver present?,yes
image2116,What is present ?,hepatobiliary
image2116,What is present?,liver
image2116,Is metastatic carcinoma lung present?,no
image2116,Is hepatobiliary present?,yes
image2117,What is present ?,liver
image2117,Is siamese twins present?,no
image2117,Does this image show primary sclerosing cholangitis?,yes
image2117,Does purulent sinusitis show primary sclerosing cholangitis?,no
image2117,What is present?,hepatobiliary
image2117,Is hepatobiliary present?,yes
image2117,Is peritoneal fluid present?,no
image2117,What is present ?,hepatobiliary
image2117,What is present?,liver
image2117,Is liver present?,yes
image2118,What is present?,hepatobiliary
image2118,Does this image show sarcoid?,yes
image2118,Does postpartum show sarcoid?,no
image2118,Is hepatobiliary present?,yes
image2118,Is autopsy present?,no
image2118,What is present?,liver
image2118,Is liver present?,yes
image2118,Is subcapsular hematoma present?,no
image2118,What is present ?,hepatobiliary
image2118,What is present ?,liver
image2119,What is present ?,hepatobiliary
image2119,What is present ?,liver
image2119,Does good example of muscle atrophy show hepatitis c virus?,no
image2119,What is present?,hepatobiliary
image2119,Is hepatobiliary present?,yes
image2119,Does this image show hepatitis c virus?,yes
image2119,What is present?,liver
image2119,Is liver present?,yes
image2119,Is gangrene toe in infant present?,no
image2119,Is intrauterine contraceptive device present?,no
image2120,What is present ?,hepatobiliary
image2120,What is present?,hepatobiliary
image2120,Is hepatobiliary present?,yes
image2120,Is feet present?,no
image2120,What is present?,liver
image2120,Is liver present?,yes
image2120,Is cardiovascular present?,no
image2120,What is present ?,liver
image2120,Does this image show hepatitis c virus?,yes
image2120,Does metastatic carcinoma prostate show hepatitis c virus?,no
image2121,Does myocardium show hepatitis c virus?,no
image2121,What is present ?,liver
image2121,What is present?,hepatobiliary
image2121,Is left ventricle hypertrophy present?,no
image2121,What is present?,liver
image2121,Is liver present?,yes
image2121,Is endometritis present?,no
image2121,Does this image show hepatitis c virus?,yes
image2121,Is hepatobiliary present?,yes
image2121,What is present ?,hepatobiliary
image2122,What is present ?,hepatobiliary
image2122,Is monoclonal gammopathy present?,no
image2122,Is liver present?,yes
image2122,What is present?,liver
image2122,Is fat necrosis present?,no
image2122,Is hepatobiliary present?,yes
image2122,What is present?,hepatobiliary
image2122,Does macerated stillborn show recurrent hepatitis c virus?,no
image2122,Does this image show recurrent hepatitis c virus?,yes
image2122,What is present ?,liver
image2123,Does this image show hepatitis c virus?,yes
image2123,Does villous adenoma show hepatitis c virus?,no
image2123,What is present?,hepatobiliary
image2123,Is hepatobiliary present?,yes
image2123,What is present ?,liver
image2123,What is present?,liver
image2123,Is liver present?,yes
image2123,Is interesting case present?,no
image2123,What is present ?,hepatobiliary
image2123,Is nuclear change present?,no
image2124,Does malformed base show recurrent hepatitis c virus?,no
image2124,What is present?,hepatobiliary
image2124,Is hepatobiliary present?,yes
image2124,Does this image show recurrent hepatitis c virus?,yes
image2124,What is present?,liver
image2124,Is natural color present?,no
image2124,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image2124,What is present ?,hepatobiliary
image2124,Is liver present?,yes
image2124,What is present ?,liver
image2125,What is present ?,liver
image2125,What is present ?,hepatobiliary
image2125,Is monoclonal gammopathy present?,no
image2125,What is present?,liver
image2125,Is a bulge present?,no
image2125,Is hepatobiliary present?,yes
image2125,What is present?,hepatobiliary
image2125,Does close-up tumor show recurrent hepatitis c virus?,no
image2125,Does this image show recurrent hepatitis c virus?,yes
image2125,Is liver present?,yes
image2126,What is present ?,hepatobiliary
image2126,What is present ?,liver
image2126,Does this image show sarcoid?,yes
image2126,Is liver present?,yes
image2126,What is present?,liver
image2126,Is intraductal papillomatosis with apocrine metaplasia present?,no
image2126,Is granulosa cell tumor present?,no
image2126,What is present?,hepatobiliary
image2126,Does surface show sarcoid?,no
image2126,Is hepatobiliary present?,yes
image2127,Does malignant thymoma show moderate acute rejection?,no
image2127,Is lesion of myocytolysis present?,no
image2127,Is liver present?,yes
image2127,What is present?,liver
image2127,Is hand present?,no
image2127,Is hepatobiliary present?,yes
image2127,What is present?,hepatobiliary
image2127,Does this image show moderate acute rejection?,yes
image2128,Is antitrypsin present?,no
image2128,Is liver present?,yes
image2128,What is present?,liver
image2128,Is malignant thymoma present?,no
image2128,Is hepatobiliary present?,yes
image2128,What is present?,hepatobiliary
image2128,Does alpha smooth muscle actin immunohistochemical show resolving acute rejection?,no
image2128,Does this image show resolving acute rejection?,yes
image2129,What is present ?,hepatobiliary
image2129,Is normal ovary present?,no
image2129,What is present?,liver
image2129,Is liver present?,yes
image2129,Is intrauterine contraceptive device present?,no
image2129,Does this image show ductopenia?,yes
image2129,What is present ?,liver
image2129,Is hepatobiliary present?,yes
image2129,What does this image show?,ductopenia
image2129,Does mucoepidermoid carcinoma show ductopenia?,no
image2129,What is present?,hepatobiliary
image2130,Is liver present?,yes
image2130,What does this image show?,ductopenia
image2130,Does this image show ductopenia?,yes
image2130,Is the tumor present?,no
image2130,Is hepatobiliary present?,yes
image2130,What is present?,hepatobiliary
image2130,What is present?,liver
image2130,Does normal show ductopenia?,no
image2130,What is present ?,liver
image2130,What is present ?,hepatobiliary
image2130,Is edema present?,no
image2131,What is present ?,liver
image2131,What is present ?,hepatobiliary
image2131,Is metastatic pancreas carcinoma present?,no
image2131,Is liver present?,yes
image2131,What is present?,liver
image2131,Is immunostain for growth hormone present?,no
image2131,Is hepatobiliary present?,yes
image2131,What is present?,hepatobiliary
image2131,Does malignant histiocytosis show primary biliary cirrhosis?,no
image2131,Does this image show primary biliary cirrhosis?,yes
image2132,Does granulosa cell tumor show severe acute rejection?,no
image2132,Does this image show severe acute rejection?,yes
image2132,Is cat present?,no
image2132,What is present?,liver
image2132,Is liver present?,yes
image2132,Is purulent sinusitis present?,no
image2132,Is hepatobiliary present?,yes
image2132,What is present?,hepatobiliary
image2133,Is thecoma present?,no
image2133,What is present?,liver
image2133,Is liver present?,yes
image2133,Is endometritis present?,no
image2133,Does this image show severe acute rejection?,yes
image2133,Does carcinoma show severe acute rejection?,no
image2133,What is present?,hepatobiliary
image2133,Is hepatobiliary present?,yes
image2134,Is liver present?,yes
image2134,What is present?,hepatobiliary
image2134,Is hepatobiliary present?,yes
image2134,Is metastatic carcinoma prostate present?,no
image2134,What is present?,liver
image2134,What is present ?,liver
image2134,Is pinworm present?,no
image2134,What is present ?,hepatobiliary
image2134,Does vasculature show autoimmune hepatitis?,no
image2134,Does this image show autoimmune hepatitis?,yes
image2135,Is splenomegaly with cirrhosis present?,no
image2135,Is liver present?,yes
image2135,Does this image show granulomas?,yes
image2135,What is present ?,hepatobiliary
image2135,Is granulomata slide present?,no
image2135,What is present?,liver
image2135,What is present ?,liver
image2135,Does hypertrophic gastritis show granulomas?,no
image2135,What is present?,hepatobiliary
image2135,What does this image show?,granulomas
image2135,Is hepatobiliary present?,yes
image2136,Is yellow color present?,no
image2136,Is hepatobiliary present?,yes
image2136,What is present?,hepatobiliary
image2136,Does polysplenia show granulomas?,no
image2136,Does this image show granulomas?,yes
image2136,Is liver present?,yes
image2136,Is lesion in dome of uterus present?,no
image2136,What is present ?,hepatobiliary
image2136,What is present ?,liver
image2136,What is present?,liver
image2136,What does this image show?,granulomas
image2137,Is hypersegmented neutrophil present?,no
image2137,What is present?,liver
image2137,Does stillborn cord around neck show severe acute rejection?,no
image2137,Does this image show severe acute rejection?,yes
image2137,What is present?,hepatobiliary
image2137,Is liver present?,yes
image2137,Is that present?,no
image2137,Is hepatobiliary present?,yes
image2138,Does previous slide from this case show ductopenia?,no
image2138,What is present?,liver
image2138,Is hepatobiliary present?,yes
image2138,Does this image show ductopenia?,yes
image2138,What does this image show?,ductopenia
image2138,Is this frontal section micronodular photo present?,no
image2138,Is liver present?,yes
image2138,Is small intestine present?,no
image2138,What is present?,hepatobiliary
image2139,Is metastatic colon carcinoma present?,no
image2139,What is present?,liver
image2139,What is present ?,hepatobiliary
image2139,Is hepatobiliary present?,yes
image2139,What is present?,hepatobiliary
image2139,Does thymus show primary biliary cirrhosis?,no
image2139,Does this image show primary biliary cirrhosis?,yes
image2139,What is present ?,liver
image2139,Is liver present?,yes
image2139,Is jejunum present?,no
image2140,What is present?,liver
image2140,Is liver present?,yes
image2140,Is anencephaly and bilateral cleft palate present?,no
image2140,Is hemorrhagic corpus luteum present?,no
image2140,Is hepatobiliary present?,yes
image2140,What is present?,hepatobiliary
image2140,Does fracture show ductopenia?,no
image2140,Does this image show ductopenia?,yes
image2140,What does this image show?,ductopenia
image2141,Is liver present?,yes
image2141,What is present ?,liver
image2141,What is present?,liver
image2141,Does this image show primary biliary cirrhosis?,yes
image2141,Is hepatobiliary present?,yes
image2141,Is atrophy secondary to pituitectomy present?,no
image2141,Does papillary intraductal adenocarcinoma show primary biliary cirrhosis?,no
image2141,Is metastatic malignant melanoma present?,no
image2141,What is present ?,hepatobiliary
image2141,What is present?,hepatobiliary
image2142,Is hepatobiliary present?,yes
image2142,What is present?,hepatobiliary
image2142,Does metastatic malignant melanoma show mild-to-moderate acute rejection?,no
image2142,Does this image show mild-to-moderate acute rejection?,yes
image2142,What is present?,liver
image2142,Is liver present?,yes
image2142,Is supernumerary digits present?,no
image2142,Is exostosis present?,no
image2143,What is present?,liver
image2143,Is liver present?,yes
image2143,Is adenoma present?,no
image2143,Does yo show resolving acute rejection?,no
image2143,Does this image show resolving acute rejection?,yes
image2143,Is stress present?,no
image2143,What is present?,hepatobiliary
image2143,Is hepatobiliary present?,yes
image2144,Is liver present?,yes
image2144,Is hypertrophic gastritis present?,no
image2144,Is hepatobiliary present?,yes
image2144,What is present?,hepatobiliary
image2144,Does arcus senilis show severe acute rejection?,no
image2144,Does this image show severe acute rejection?,yes
image2144,Is atrophy secondary to pituitectomy present?,no
image2144,What is present?,liver
image2145,Is exposure present?,no
image2145,Is liver present?,yes
image2145,What is present?,liver
image2145,Is malignant histiocytosis present?,no
image2145,Is hepatobiliary present?,yes
image2145,What is present?,hepatobiliary
